ID,Gender,MaritalStatus,Education,CommuteDistance,PerformanceRating,PercentSalaryHike,MonthlyIncome,StockOptionLevel,CompanyProfit,Department,BusinessTravel,YearsWithCurrentManager,YearsSinceLastPromotion,JobSatisfaction,EnvironmentSatisfaction,TrainingHoursLastYear,TotalWorkingYears,YearsInCurrentRole,YearsAtCompany,NumbersCompaniesWorked,WorkLifeBal,JobLevel,Attrition
14641,Female,Single,Post-Graduate,2,4,17,53894,2,-1,Product Management,2,3,0,4,4,1,20,5,6,3,2,Senior Developer,Yes
14642,Male,Married,Graduate,2,3,7,93041,3,-2,DevOps,3,7,3,1,2,3,16,6,14,3,2,VP,No
14643,Male,Married,Post-Graduate,4,3,12,46765,2,-1,Sales,3,0,0,1,5,3,18,3,5,3,4,Senior Developer,Yes
14644,Female,Married,Post-Graduate,3,5,9,87378,2,-2,HR,3,8,4,4,1,1,20,3,14,2,4,VP,Yes
14645,Male,Married,Doctorate,3,3,8,52348,2,-1,Development,3,2,4,5,4,1,15,4,9,4,4,Product Manager,No
14646,Male,Married,Post-Graduate,1,3,12,51538,2,1,Testing,3,3,1,3,4,3,12,4,8,3,3,Product Manager,No
14647,Female,Married,Graduate,2,5,12,64697,2,0,Sales,2,2,2,1,4,1,16,5,6,3,1,Senior Developer,Yes
14648,Female,Single,Post-Graduate,1,5,11,61522,2,-2,Public Relations,2,3,2,1,5,1,13,3,10,1,3,Product Manager,No
14649,Male,Married,Graduate,3,4,15,52280,2,1,Public Relations,3,1,3,4,1,2,18,5,6,2,5,Senior Developer,Yes
14650,Male,Single,Post-Graduate,2,3,10,55362,2,-1,Product Management,2,6,2,4,5,2,10,4,8,2,4,Product Manager,No
14651,Female,Single,Post-Graduate,1,5,8,50654,2,1,Public Relations,2,4,0,3,2,2,10,5,8,2,2,Product Manager,No
14652,Male,Married,Graduate,4,3,16,52473,2,1,DevOps,2,3,0,2,1,1,14,3,6,1,4,Senior Developer,No
14653,Male,Married,Post-Graduate,3,5,8,90142,3,0,Training,3,9,5,3,1,1,17,5,13,2,1,VP,No
14654,Female,Married,Post-Graduate,2,5,13,61575,2,0,Product Management,3,1,1,5,5,3,20,3,5,4,5,Senior Developer,No
14655,Male,Married,Post-Graduate,1,3,7,89978,3,-2,Development,3,6,1,4,5,1,17,8,9,2,3,Product Owner,No
14656,Male,Married,Graduate,3,3,8,78120,2,-2,Public Relations,3,6,3,2,5,1,14,8,9,3,4,Product Owner,Yes
14657,Male,Single,Doctorate,3,3,7,85418,3,-2,Training,3,4,5,4,3,2,13,3,9,4,5,Product Owner,Yes
14658,Male,Married,Graduate,4,4,7,77541,2,-2,Sales,3,5,2,3,2,3,18,6,11,4,3,Product Owner,Yes
14659,Male,Married,Graduate,4,4,7,81632,2,-2,Development,3,7,3,1,2,4,19,5,10,3,5,VP,Yes
14660,Female,Married,Graduate,1,4,10,56966,2,1,People Management,2,3,4,2,3,1,20,6,9,4,5,Product Manager,Yes
14661,Male,Married,Graduate,2,5,9,76139,2,-1,Product Management,3,3,5,4,3,2,15,4,10,4,5,Product Owner,No
14662,Female,Married,Post-Graduate,4,5,9,92908,2,0,People Management,3,4,1,3,2,2,16,11,11,4,2,VP,Yes
14663,Female,Married,Graduate,4,3,12,47831,2,-2,Public Relations,3,2,0,4,4,2,13,3,5,4,3,Senior Developer,Yes
14664,Female,Married,Post-Graduate,1,3,12,57649,2,-1,Training,2,5,5,3,2,4,20,3,10,1,2,Product Manager,Yes
14665,Female,Married,Post-Graduate,4,5,18,47981,2,0,HR,2,3,2,3,5,1,17,5,5,4,2,Senior Developer,Yes
14666,Female,Married,Graduate,3,5,8,53932,2,-1,Product Management,2,4,4,1,4,1,14,7,9,1,4,Product Manager,Yes
14667,Female,Divorced,Graduate,4,3,9,87157,3,1,Development,3,7,5,4,5,3,16,3,9,2,5,Product Owner,Yes
14668,Male,Married,Post-Graduate,2,4,6,83378,2,-2,Training,3,3,0,5,2,4,19,3,11,2,1,VP,No
14669,Female,Married,Graduate,4,3,6,88565,3,0,Consultancy,3,4,4,5,3,4,8,8,8,1,3,Product Owner,Yes
14670,Male,Single,Doctorate,2,5,9,94863,2,0,Training,3,3,2,3,2,3,20,3,11,3,4,Product Owner,Yes
14671,Female,Married,Graduate,4,5,18,45001,2,0,Sales,2,2,2,3,2,1,20,5,5,4,2,Senior Developer,No
14672,Male,Single,Graduate,3,5,13,51517,2,-1,Public Relations,2,0,2,4,1,2,18,5,5,2,4,Senior Developer,Yes
14673,Male,Single,Post-Graduate,3,4,7,81853,2,0,Testing,3,6,4,1,4,2,14,3,11,4,2,Product Owner,Yes
14674,Female,Married,Graduate,2,3,13,49070,2,0,Training,3,0,2,3,3,2,15,3,6,3,4,Senior Developer,No
14675,Male,Married,Graduate,2,5,13,47961,2,-1,Development,2,1,0,3,2,1,10,3,7,1,4,Senior Developer,Yes
14676,Male,Married,Post-Graduate,2,3,7,93100,3,1,Training,3,7,3,2,1,1,13,6,10,2,4,Product Owner,Yes
14677,Male,Divorced,Post-Graduate,3,4,12,58656,2,1,Testing,3,3,3,1,4,3,17,5,6,3,2,Senior Developer,Yes
14678,Female,Married,Graduate,3,3,7,82107,2,-1,Product Management,3,3,2,3,1,4,19,8,10,2,2,VP,Yes
14679,Female,Single,Post-Graduate,3,4,9,92669,3,-1,People Management,3,6,3,3,4,2,8,7,8,1,2,Product Owner,Yes
14680,Male,Married,Post-Graduate,3,4,17,48944,2,1,Public Relations,2,0,1,5,3,4,9,4,7,4,5,Senior Developer,Yes
14681,Female,Married,Post-Graduate,1,3,13,52087,2,1,Consultancy,3,0,2,3,3,1,17,3,5,1,2,Senior Developer,No
14682,Female,Married,Graduate,3,3,8,89996,2,-2,Public Relations,3,7,6,1,2,2,18,7,14,2,2,VP,No
14683,Female,Married,Post-Graduate,1,3,9,76718,3,1,DevOps,3,7,5,5,2,2,18,6,11,4,2,Product Owner,No
14684,Male,Married,Graduate,3,3,14,54004,2,-1,Sales,3,2,1,2,1,2,14,5,5,4,2,Senior Developer,Yes
14685,Male,Married,Doctorate,3,4,7,75038,3,0,People Management,3,6,4,4,2,4,16,5,14,2,3,VP,Yes
14686,Female,Single,Post-Graduate,2,4,9,85979,2,-2,HR,3,2,1,4,4,4,8,5,8,1,1,Product Owner,No
14687,Female,Divorced,Doctorate,2,3,8,57006,2,1,People Management,3,5,2,5,3,2,15,7,8,2,1,Product Manager,No
14688,Female,Married,Graduate,1,5,9,88227,3,-2,Product Management,3,6,2,4,3,2,12,5,9,3,5,Product Owner,No
14689,Female,Married,Post-Graduate,3,3,12,53727,2,-1,DevOps,2,5,0,5,5,4,13,3,10,3,1,Product Manager,No
14690,Female,Married,Graduate,1,3,11,58585,2,-1,HR,3,3,3,4,1,3,17,4,10,3,1,Product Manager,Yes
14691,Male,Married,Graduate,3,5,8,59947,2,-1,Consultancy,3,3,5,3,5,2,8,5,8,1,2,Product Manager,Yes
14692,Female,Divorced,Post-Graduate,2,5,12,61747,2,0,Training,3,6,5,5,4,1,18,5,8,3,1,Product Manager,Yes
14693,Male,Single,Post-Graduate,1,3,14,53660,2,1,Training,3,1,3,3,4,1,10,3,6,3,5,Senior Developer,Yes
14694,Female,Married,Post-Graduate,4,3,7,90531,2,0,Sales,3,4,5,5,3,4,18,5,13,2,5,VP,Yes
14695,Male,Single,Post-Graduate,3,3,10,45070,2,0,Development,3,4,3,1,1,2,20,7,8,4,3,Product Manager,Yes
14696,Male,Single,Graduate,3,5,9,92581,3,1,Consultancy,3,4,3,2,2,4,19,6,11,3,4,Product Owner,Yes
14697,Female,Married,Post-Graduate,3,5,6,87872,3,-2,DevOps,3,5,2,3,2,4,18,6,13,4,1,VP,No
14698,Male,Married,Graduate,1,4,13,58718,2,-2,Training,3,2,3,5,3,4,12,3,8,4,4,Senior Developer,No
14699,Female,Married,Post-Graduate,3,5,6,93022,2,0,Consultancy,3,5,0,2,4,3,18,8,14,2,4,VP,Yes
14700,Female,Married,Post-Graduate,4,5,9,92241,3,-1,Sales,3,3,4,3,2,3,15,10,10,3,2,VP,Yes
14701,Male,Married,Doctorate,3,3,12,54674,2,0,Sales,2,5,0,4,5,4,8,5,8,1,2,Product Manager,No
14702,Male,Married,Post-Graduate,2,3,10,63665,2,-2,Development,2,3,1,4,1,2,17,3,8,1,3,Product Manager,No
14703,Female,Married,Doctorate,1,3,12,58461,2,0,Product Management,3,1,3,3,3,2,16,5,8,2,5,Senior Developer,No
14704,Female,Married,Post-Graduate,1,4,12,59922,2,-2,People Management,3,2,5,3,3,4,14,5,9,2,1,Product Manager,Yes
14705,Female,Married,Post-Graduate,3,4,18,64064,2,-1,Product Management,2,3,0,3,1,2,9,5,8,4,1,Senior Developer,Yes
14706,Male,Married,Post-Graduate,1,3,12,54891,2,-1,Development,3,4,0,1,4,4,19,4,10,4,4,Product Manager,Yes
14707,Male,Married,Post-Graduate,4,5,12,51403,2,1,Development,3,2,1,5,1,1,14,3,9,3,4,Product Manager,Yes
14708,Female,Divorced,Graduate,1,5,8,63758,2,-2,People Management,3,3,0,4,3,2,13,5,10,1,1,Product Manager,No
14709,Female,Married,Post-Graduate,1,4,10,53381,2,1,Sales,3,4,2,2,5,1,17,6,8,3,1,Product Manager,No
14710,Male,Married,Post-Graduate,1,5,8,80555,2,-2,Development,3,5,4,5,5,4,16,11,13,4,4,VP,Yes
14711,Male,Married,Graduate,1,4,8,81511,2,-2,Consultancy,3,2,1,2,4,4,11,7,10,4,2,Product Owner,Yes
14712,Female,Married,Doctorate,4,3,6,94863,3,1,Development,3,4,3,4,4,4,8,5,8,1,5,Product Owner,No
14713,Female,Married,Graduate,3,4,12,64406,2,-2,People Management,3,2,4,4,3,1,12,4,8,3,4,Product Manager,No
14714,Female,Single,Doctorate,4,5,7,90841,3,-1,Consultancy,3,9,4,5,4,4,15,4,11,4,4,VP,Yes
14715,Male,Married,Doctorate,2,3,9,81624,2,-1,People Management,3,6,3,2,1,2,12,7,9,3,1,Product Owner,Yes
14716,Female,Married,Graduate,4,4,9,89805,3,-2,Training,3,6,0,3,3,4,17,6,14,2,2,VP,Yes
14717,Male,Married,Post-Graduate,3,3,14,52528,2,1,Product Management,2,2,3,3,5,4,10,4,5,1,5,Senior Developer,Yes
14718,Male,Divorced,Graduate,4,4,8,92684,2,-2,Development,3,3,1,3,3,1,16,8,9,4,1,Product Owner,Yes
14719,Female,Married,Graduate,2,4,6,94889,2,1,DevOps,3,7,5,3,2,4,18,11,13,3,4,VP,Yes
14720,Female,Single,Post-Graduate,3,5,6,79313,2,-2,DevOps,3,8,4,3,3,4,18,8,14,4,2,VP,No
14721,Male,Married,Post-Graduate,4,3,9,87136,3,-1,Product Management,3,3,4,5,4,1,18,4,13,2,4,VP,No
14722,Male,Single,Post-Graduate,4,5,14,49107,2,-1,Testing,2,2,2,3,4,1,9,4,5,1,1,Senior Developer,Yes
14723,Female,Married,Post-Graduate,1,5,18,52831,2,-2,Sales,3,3,2,2,4,1,20,5,5,2,3,Senior Developer,Yes
14724,Male,Married,Post-Graduate,3,5,10,47272,2,1,DevOps,3,7,5,5,4,1,13,5,10,4,3,Product Manager,Yes
14725,Female,Married,Graduate,3,3,16,47677,2,-2,Development,2,0,3,5,1,1,20,5,7,1,4,Senior Developer,Yes
14726,Male,Divorced,Post-Graduate,4,3,7,92202,2,-2,People Management,3,6,1,3,3,2,16,7,10,3,2,VP,Yes
14727,Male,Married,Post-Graduate,1,4,8,80951,2,-2,Testing,3,4,5,3,4,4,19,6,14,2,2,VP,Yes
14728,Male,Single,Graduate,2,4,10,63202,2,1,Testing,3,6,3,2,2,3,8,4,8,1,4,Product Manager,Yes
14729,Male,Divorced,Post-Graduate,1,3,18,62813,2,-1,Product Management,3,0,2,5,5,1,10,5,8,2,4,Senior Developer,No
14730,Female,Married,Post-Graduate,1,4,7,76004,3,1,Development,3,6,3,2,5,2,17,8,11,3,2,Product Owner,Yes
14731,Male,Married,Graduate,1,5,8,85543,2,0,Testing,3,6,1,3,3,3,15,7,10,4,5,VP,Yes
14732,Female,Married,Post-Graduate,4,3,16,55955,2,0,Development,3,1,0,5,3,3,20,4,6,1,5,Senior Developer,Yes
14733,Female,Married,Graduate,3,3,6,80785,2,1,Testing,3,3,3,5,4,3,12,4,9,4,2,Product Owner,Yes
14734,Male,Married,Doctorate,1,4,11,50437,2,1,Consultancy,3,3,1,2,5,1,15,7,10,4,4,Product Manager,Yes
14735,Male,Married,Graduate,4,3,7,86959,2,1,Development,3,9,4,1,2,4,20,3,10,3,2,VP,Yes
14736,Male,Married,Graduate,1,5,7,91043,3,1,Testing,3,5,3,5,3,1,14,8,11,2,1,Product Owner,Yes
14737,Male,Married,Post-Graduate,3,5,18,52422,2,1,Consultancy,3,3,2,2,3,3,13,4,8,3,2,Senior Developer,Yes
14738,Male,Married,Post-Graduate,3,4,14,48099,2,0,Consultancy,3,2,1,1,5,1,11,5,6,2,2,Senior Developer,No
14739,Male,Married,Graduate,3,5,8,76230,3,1,Training,3,4,0,2,2,1,18,6,10,2,5,VP,Yes
14740,Male,Married,Graduate,4,4,7,88029,3,0,Product Management,3,6,2,1,3,4,11,8,10,4,1,Product Owner,Yes
14741,Male,Divorced,Graduate,3,3,6,81178,2,1,Public Relations,3,6,1,5,3,2,18,6,10,3,5,Product Owner,Yes
14742,Female,Single,Graduate,3,4,7,87914,3,-1,Public Relations,3,2,3,4,2,2,8,6,8,1,4,Product Owner,No
14743,Male,Married,Post-Graduate,4,5,7,87597,2,-1,Development,3,6,3,4,2,4,12,3,9,3,5,Product Owner,Yes
14744,Female,Married,Graduate,1,4,11,53141,2,0,People Management,3,5,4,5,3,1,17,5,9,2,2,Product Manager,No
14745,Male,Married,Doctorate,3,5,6,90816,3,0,Sales,3,8,0,3,3,3,17,9,12,2,5,VP,Yes
14746,Male,Single,Doctorate,1,4,11,57863,2,-2,Testing,3,3,5,4,3,1,10,3,9,2,1,Product Manager,Yes
14747,Male,Married,Post-Graduate,2,5,11,51222,2,-1,Development,3,7,3,5,5,1,12,7,10,3,5,Product Manager,Yes
14748,Male,Married,Post-Graduate,1,5,11,45415,2,0,Testing,3,3,4,1,3,2,17,3,10,4,2,Product Manager,Yes
14749,Female,Single,Post-Graduate,3,3,9,60703,2,-2,DevOps,3,2,0,5,5,1,14,3,8,4,2,Product Manager,Yes
14750,Male,Married,Graduate,4,4,13,46481,2,1,Product Management,2,2,1,1,5,4,12,5,6,4,1,Senior Developer,Yes
14751,Male,Married,Post-Graduate,1,5,17,61592,2,0,Product Management,2,0,2,3,2,1,11,4,5,3,5,Senior Developer,Yes
14752,Male,Married,Post-Graduate,1,4,14,55280,2,0,Consultancy,2,2,3,1,1,4,13,4,7,1,2,Senior Developer,Yes
14753,Male,Married,Graduate,1,3,9,83231,3,-1,Consultancy,3,5,5,5,5,1,16,3,14,4,1,VP,Yes
14754,Female,Married,Post-Graduate,2,3,9,93275,2,-1,People Management,3,7,0,5,5,2,20,7,9,3,4,Product Owner,Yes
14755,Male,Single,Post-Graduate,2,3,8,77937,2,1,HR,3,7,3,5,1,3,9,3,9,1,1,Product Owner,No
14756,Female,Divorced,Post-Graduate,4,3,7,94453,2,1,Testing,3,7,0,4,5,2,16,11,12,2,3,VP,Yes
14757,Male,Married,Post-Graduate,4,3,15,53196,2,1,HR,2,2,1,4,4,4,15,5,6,1,2,Senior Developer,Yes
14758,Male,Married,Graduate,3,3,17,60103,2,-2,Sales,3,3,1,4,5,1,19,4,8,4,3,Senior Developer,Yes
14759,Male,Divorced,Graduate,4,4,12,55620,2,-2,Product Management,3,2,0,5,3,4,17,4,10,1,3,Product Manager,Yes
14760,Female,Married,Post-Graduate,1,3,12,45179,2,-1,DevOps,2,3,3,4,3,2,13,3,9,4,5,Product Manager,Yes
14761,Male,Married,Post-Graduate,4,4,9,77110,3,-2,Public Relations,3,3,2,2,5,4,14,8,9,3,3,Product Owner,No
14762,Male,Married,Graduate,2,5,13,50963,2,0,Testing,2,2,2,1,3,1,19,5,8,3,5,Senior Developer,No
14763,Female,Married,Post-Graduate,2,4,9,46710,2,1,Product Management,3,5,5,3,3,1,9,4,8,3,3,Product Manager,Yes
14764,Female,Married,Graduate,4,5,6,75463,2,1,HR,3,4,3,2,1,4,19,3,10,2,2,Product Owner,Yes
14765,Female,Married,Post-Graduate,3,4,10,49344,2,-1,Public Relations,2,7,2,3,4,1,18,3,8,1,3,Product Manager,No
14766,Male,Married,Graduate,4,3,9,86824,3,-2,People Management,3,8,0,4,1,2,16,6,10,3,3,VP,Yes
14767,Female,Divorced,Graduate,2,4,7,92131,2,-2,Testing,3,3,5,4,3,1,17,6,10,2,2,Product Owner,Yes
14768,Male,Divorced,Post-Graduate,1,5,8,90586,3,0,Product Management,3,9,5,5,5,1,17,9,12,4,2,VP,No
14769,Male,Married,Graduate,3,4,8,53681,2,0,Training,2,6,1,1,4,2,14,5,10,2,5,Product Manager,Yes
14770,Female,Married,Graduate,2,5,13,61084,2,-2,Training,2,2,2,5,2,1,15,3,7,2,1,Senior Developer,Yes
14771,Male,Married,Post-Graduate,4,3,9,93072,3,0,Development,3,3,5,4,2,4,18,4,11,4,4,Product Owner,No
14772,Female,Married,Graduate,4,4,18,56175,2,-1,Consultancy,2,0,2,5,2,1,13,4,8,3,4,Senior Developer,Yes
14773,Male,Married,Graduate,1,4,10,61233,2,-1,Training,3,4,2,2,2,4,11,5,8,1,2,Product Manager,Yes
14774,Male,Married,Graduate,4,3,12,64043,2,0,Consultancy,2,3,0,5,4,2,13,5,6,2,3,Senior Developer,No
14775,Female,Married,Graduate,4,3,15,63917,2,0,Consultancy,2,0,0,4,1,1,16,3,5,3,4,Senior Developer,Yes
14776,Male,Married,Post-Graduate,3,3,9,83779,3,1,DevOps,3,8,5,3,3,1,19,7,12,4,1,VP,No
14777,Male,Married,Graduate,4,4,7,85802,3,-1,Sales,3,5,0,2,3,2,20,6,10,2,2,VP,Yes
14778,Male,Divorced,Graduate,1,4,17,57164,2,0,HR,2,3,2,4,4,4,10,3,8,3,5,Senior Developer,Yes
14779,Female,Married,Graduate,3,3,8,78302,2,1,Training,3,4,2,2,4,2,17,6,10,2,5,Product Owner,No
14780,Male,Married,Graduate,1,4,6,89589,3,0,People Management,3,4,0,2,2,2,18,7,13,3,2,VP,Yes
14781,Male,Single,Graduate,1,5,9,63088,2,-1,People Management,2,4,3,2,3,2,20,5,9,3,2,Product Manager,No
14782,Female,Married,Doctorate,3,4,9,53819,2,-1,Consultancy,3,7,2,5,2,2,11,6,9,3,3,Product Manager,No
14783,Female,Married,Graduate,1,4,12,49526,2,-1,DevOps,2,4,4,1,3,2,8,7,8,1,2,Product Manager,No
14784,Male,Married,Graduate,3,4,8,81193,2,-1,Testing,3,3,4,3,4,2,10,5,9,2,2,Product Owner,Yes
14785,Female,Married,Graduate,1,4,7,80418,3,1,DevOps,3,8,4,5,4,1,20,7,11,3,5,VP,Yes
14786,Female,Married,Post-Graduate,1,5,13,54310,2,-1,Training,3,3,1,3,4,1,20,4,8,2,2,Senior Developer,Yes
14787,Male,Married,Post-Graduate,1,4,12,52295,2,1,Public Relations,2,4,5,4,1,4,11,5,9,4,4,Product Manager,Yes
14788,Female,Divorced,Post-Graduate,2,3,9,81710,3,-2,Consultancy,3,4,1,3,4,2,16,7,9,4,1,Product Owner,No
14789,Male,Married,Graduate,1,4,6,85410,3,-1,Sales,3,8,1,2,4,4,18,6,14,3,1,VP,Yes
14790,Male,Married,Post-Graduate,2,4,17,61393,2,-2,DevOps,2,2,2,4,4,2,12,4,7,1,4,Senior Developer,Yes
14791,Male,Divorced,Graduate,1,3,9,78602,2,1,Consultancy,3,4,5,5,1,2,14,4,9,2,3,Product Owner,Yes
14792,Female,Single,Graduate,2,3,8,88674,3,-2,Sales,3,9,0,2,2,2,15,8,10,3,3,VP,Yes
14793,Male,Married,Post-Graduate,2,4,8,45769,2,-2,Sales,3,7,5,2,2,4,18,3,9,4,3,Product Manager,Yes
14794,Male,Married,Post-Graduate,1,3,8,49282,2,0,HR,2,5,0,4,4,2,17,3,10,3,2,Product Manager,No
14795,Female,Married,Graduate,3,3,12,54698,2,1,HR,2,2,1,3,1,1,8,4,6,4,5,Senior Developer,No
14796,Male,Married,Post-Graduate,4,5,7,81413,2,0,Consultancy,3,3,0,5,2,4,19,8,10,3,3,Product Owner,Yes
14797,Male,Married,Post-Graduate,2,5,6,92364,2,-1,Sales,3,3,1,2,1,4,20,10,11,4,1,VP,Yes
14798,Female,Married,Graduate,2,5,7,77719,2,0,Sales,3,4,3,3,5,1,18,7,11,2,2,Product Owner,Yes
14799,Male,Married,Graduate,2,3,16,50592,2,-1,People Management,2,0,0,2,3,2,8,4,7,2,2,Senior Developer,Yes
14800,Male,Married,Graduate,4,4,13,45583,2,-2,HR,2,2,3,1,2,2,15,4,5,4,5,Senior Developer,Yes
14801,Female,Married,Graduate,4,3,11,57049,2,0,Testing,2,3,5,4,4,3,11,6,9,2,2,Product Manager,Yes
14802,Male,Married,Graduate,4,4,6,89254,3,0,Development,3,4,0,3,1,2,20,4,12,4,3,VP,No
14803,Male,Married,Graduate,1,3,9,78692,3,-2,Development,3,3,2,2,4,4,19,6,12,2,2,VP,Yes
14804,Male,Married,Graduate,2,4,12,52827,2,-2,Development,2,2,0,4,3,1,18,7,9,1,5,Product Manager,Yes
14805,Male,Married,Post-Graduate,2,4,9,89401,3,0,DevOps,3,3,0,2,2,1,11,3,10,4,1,Product Owner,No
14806,Male,Divorced,Graduate,4,5,9,86174,2,0,Sales,3,9,6,4,5,1,17,6,10,4,2,VP,No
14807,Male,Married,Graduate,3,3,7,75483,2,-2,Testing,3,3,1,2,5,2,15,7,9,4,3,Product Owner,Yes
14808,Female,Married,Graduate,4,5,8,50929,2,1,DevOps,2,5,2,1,4,1,16,3,10,2,4,Product Manager,Yes
14809,Female,Married,Graduate,2,3,9,86963,3,1,DevOps,3,4,2,4,5,4,18,7,11,4,5,VP,Yes
14810,Female,Married,Graduate,1,3,8,93737,2,1,Testing,3,3,5,4,5,1,14,6,9,2,3,Product Owner,No
14811,Female,Married,Post-Graduate,4,4,8,89139,3,1,Consultancy,3,3,2,2,2,2,20,9,10,2,4,VP,Yes
14812,Male,Married,Post-Graduate,2,3,9,82767,3,-1,Public Relations,3,2,1,5,3,3,9,5,9,1,1,Product Owner,No
14813,Female,Married,Graduate,1,4,16,59268,2,-2,Consultancy,3,2,1,3,3,2,9,3,6,3,4,Senior Developer,Yes
14814,Male,Divorced,Graduate,4,3,9,85020,2,-1,Product Management,3,6,1,5,2,1,17,11,14,4,1,VP,Yes
14815,Female,Single,Post-Graduate,3,4,9,93637,3,-1,Training,3,7,0,4,3,4,18,10,10,4,5,VP,Yes
14816,Male,Married,Graduate,2,4,9,57797,2,-2,Sales,3,3,1,3,4,2,20,6,10,4,1,Product Manager,Yes
14817,Male,Married,Post-Graduate,4,4,12,50486,2,-2,HR,3,3,2,3,4,4,16,3,5,1,2,Senior Developer,No
14818,Female,Divorced,Graduate,4,3,14,61254,2,-1,DevOps,3,0,0,2,2,1,18,5,8,2,3,Senior Developer,Yes
14819,Female,Married,Post-Graduate,3,5,8,49582,2,-2,Training,3,5,0,3,1,3,13,3,10,1,4,Product Manager,Yes
14820,Male,Married,Post-Graduate,1,5,11,62273,2,1,Sales,2,2,2,1,2,1,13,4,9,1,5,Product Manager,Yes
14821,Male,Married,Graduate,1,3,9,77690,2,-1,Training,3,5,2,2,4,2,19,9,12,4,2,VP,No
14822,Male,Married,Post-Graduate,3,5,16,56832,2,-2,People Management,3,2,0,3,3,4,19,5,5,3,4,Senior Developer,Yes
14823,Male,Married,Post-Graduate,4,4,9,78897,3,-2,Development,3,4,1,2,3,2,15,3,10,4,4,VP,No
14824,Female,Divorced,Graduate,4,5,15,47271,2,0,HR,3,0,1,4,3,1,10,4,6,1,3,Senior Developer,Yes
14825,Female,Married,Graduate,4,5,6,88732,2,-1,People Management,3,5,5,2,1,1,15,7,13,2,4,VP,Yes
14826,Female,Married,Graduate,1,3,14,56101,2,1,Public Relations,3,3,1,4,4,2,19,5,8,3,4,Senior Developer,No
14827,Male,Married,Post-Graduate,2,3,9,75147,2,1,Public Relations,3,8,6,3,5,1,15,5,12,4,4,VP,No
14828,Male,Married,Post-Graduate,1,4,9,90382,3,-1,Sales,3,2,2,3,1,3,20,8,9,2,1,Product Owner,Yes
14829,Male,Married,Doctorate,3,3,8,82232,2,-1,DevOps,3,6,4,5,1,3,17,4,12,3,1,VP,Yes
14830,Female,Single,Post-Graduate,2,4,17,50953,2,-1,Sales,3,1,2,2,2,4,19,4,8,4,4,Senior Developer,Yes
14831,Male,Married,Graduate,2,5,9,88518,3,-2,Development,3,5,1,5,5,3,17,5,10,3,2,Product Owner,No
14832,Female,Married,Post-Graduate,4,5,6,93136,2,-1,People Management,3,5,4,1,2,1,18,5,12,2,1,VP,Yes
14833,Male,Single,Graduate,2,5,12,61152,2,0,Consultancy,3,3,5,2,4,1,10,7,9,1,4,Product Manager,No
14834,Female,Married,Graduate,1,3,18,52559,2,-2,HR,3,2,0,4,2,1,18,5,8,1,2,Senior Developer,Yes
14835,Male,Married,Post-Graduate,2,4,10,55699,2,1,Public Relations,3,2,1,2,3,1,15,3,9,4,3,Product Manager,Yes
14836,Male,Married,Post-Graduate,2,4,9,76143,2,1,Development,3,7,0,3,4,3,8,5,8,1,2,Product Owner,No
14837,Male,Divorced,Graduate,2,3,9,55623,2,0,Testing,3,6,4,4,5,4,13,5,10,3,5,Product Manager,Yes
14838,Female,Married,Graduate,4,3,6,84282,3,-1,People Management,3,8,0,4,5,4,17,4,12,3,4,VP,Yes
14839,Female,Married,Post-Graduate,3,4,7,94419,2,-2,Development,3,4,3,4,4,1,18,6,14,4,3,VP,Yes
14840,Male,Single,Graduate,4,5,17,63300,2,0,Consultancy,2,0,3,3,4,1,19,5,8,3,2,Senior Developer,Yes
14841,Female,Divorced,Doctorate,2,5,9,51300,2,1,Sales,3,2,2,4,5,1,10,6,8,4,5,Product Manager,Yes
14842,Male,Married,Graduate,2,3,7,87581,2,-2,DevOps,3,5,0,2,1,4,18,7,9,4,2,Product Owner,Yes
14843,Male,Married,Graduate,1,5,8,88680,3,1,Training,3,4,2,5,5,1,8,6,8,1,2,Product Owner,Yes
14844,Male,Married,Graduate,3,4,18,51372,2,1,Consultancy,3,0,0,1,3,1,11,4,6,2,3,Senior Developer,Yes
14845,Male,Married,Graduate,4,5,8,50648,2,-2,Training,3,4,4,4,5,1,16,3,9,1,1,Product Manager,Yes
14846,Male,Divorced,Graduate,1,5,12,62103,2,-2,Testing,2,2,0,3,2,4,10,3,5,4,3,Senior Developer,No
14847,Male,Single,Post-Graduate,4,3,6,90545,2,0,Product Management,3,4,0,4,4,1,20,9,14,2,1,VP,Yes
14848,Male,Married,Graduate,2,5,11,52806,2,1,Public Relations,2,7,3,3,2,2,17,7,8,4,2,Product Manager,Yes
14849,Female,Single,Graduate,1,5,12,56190,2,1,HR,2,6,4,4,4,1,9,5,8,3,5,Product Manager,Yes
14850,Female,Married,Doctorate,4,3,12,59830,2,-1,Testing,2,4,3,4,4,3,15,6,10,4,5,Product Manager,No
14851,Male,Divorced,Graduate,3,4,15,59813,2,0,People Management,3,3,1,5,1,1,12,4,8,4,2,Senior Developer,No
14852,Male,Married,Post-Graduate,3,3,14,63280,2,-2,Consultancy,2,2,1,3,2,1,20,4,7,3,5,Senior Developer,Yes
14853,Female,Married,Graduate,1,3,14,47760,2,1,Product Management,2,0,1,1,2,3,18,4,5,1,4,Senior Developer,Yes
14854,Female,Married,Post-Graduate,2,3,6,84431,2,-1,Testing,3,4,0,3,4,3,10,6,9,3,2,Product Owner,No
